Location,Month,Avg Temp (°C),Avg High (°C),Avg Low (°C),Daylight (h/day),Cloud Cover (%),Rainfall (mm),Source URL
"Bolívar, Venezuela",Feb,28.3,33.9,23.3,11.9,70,10,https://weatherspark.com/y/28386/Average-Weather-in-Ciudad-Bol%C3%ADvar-Venezuela-Year-Round
"Bolívar, Venezuela",Mar,29.4,35.0,23.9,12.1,74,13,https://weatherspark.com/y/28386/Average-Weather-in-Ciudad-Bol%C3%ADvar-Venezuela-Year-Round
"Bolívar, Venezuela",Apr,29.4,35.0,25.0,12.3,78,38,https://weatherspark.com/y/28386/Average-Weather-in-Ciudad-Bol%C3%ADvar-Venezuela-Year-Round
"Bolívar, Venezuela",May,28.9,33.3,25.0,12.5,74,89,https://weatherspark.com/y/28386/Average-Weather-in-Ciudad-Bol%C3%ADvar-Venezuela-Year-Round
"Bolívar, Venezuela",Jun,27.8,31.7,24.4,12.6,62,145,https://weatherspark.com/y/28386/Average-Weather-in-Ciudad-Bol%C3%ADvar-Venezuela-Year-Round
"Bolívar, Venezuela",Jul,27.2,31.7,24.4,12.5,57,160,https://weatherspark.com/y/28386/Average-Weather-in-Ciudad-Bol%C3%ADvar-Venezuela-Year-Round
"Bolívar, Venezuela",Aug,27.8,31.7,24.4,12.4,62,140,https://weatherspark.com/y/28386/Average-Weather-in-Ciudad-Bol%C3%ADvar-Venezuela-Year-Round
"Bolívar, Venezuela",Sep,28.3,32.8,24.4,12.2,65,89,https://weatherspark.com/y/28386/Average-Weather-in-Ciudad-Bol%C3%ADvar-Venezuela-Year-Round
"Bolívar, Venezuela",Oct,28.3,32.8,24.4,11.9,69,71,https://weatherspark.com/y/28386/Average-Weather-in-Ciudad-Bol%C3%ADvar-Venezuela-Year-Round
"Bolívar, Venezuela",Nov,27.8,32.2,24.4,11.7,73,64,https://weatherspark.com/y/28386/Average-Weather-in-Ciudad-Bol%C3%ADvar-Venezuela-Year-Round
"Bolívar, Venezuela",Dec,27.2,31.7,23.3,11.7,73,33,https://weatherspark.com/y/28386/Average-Weather-in-Ciudad-Bol%C3%ADvar-Venezuela-Year-Round
"Reine, Norway",Jan,1.7,2.8,0.0,3.3,77,69,https://weatherspark.com/y/76223/Average-Weather-in-Reine-Norway-Year-Round
"Reine, Norway",Feb,1.1,2.8,0.0,7.9,77,61,https://weatherspark.com/y/76223/Average-Weather-in-Reine-Norway-Year-Round
"Reine, Norway",Mar,1.7,2.8,0.0,11.9,73,53,https://weatherspark.com/y/76223/Average-Weather-in-Reine-Norway-Year-Round
"Reine, Norway",Apr,3.3,4.4,1.7,15.9,66,43,https://weatherspark.com/y/76223/Average-Weather-in-Reine-Norway-Year-Round
"Reine, Norway",May,6.7,7.8,5.0,21.0,57,36,https://weatherspark.com/y/76223/Average-Weather-in-Reine-Norway-Year-Round
"Reine, Norway",Jun,9.4,11.1,7.8,24.0,55,38,https://weatherspark.com/y/76223/Average-Weather-in-Reine-Norway-Year-Round
"Reine, Norway",Jul,12.2,13.9,10.0,22.5,59,51,https://weatherspark.com/y/76223/Average-Weather-in-Reine-Norway-Year-Round
"Reine, Norway",Aug,12.2,13.3,10.6,17.2,59,51,https://weatherspark.com/y/76223/Average-Weather-in-Reine-Norway-Year-Round
"Reine, Norway",Sep,10.0,11.1,8.3,13.1,64,74,https://weatherspark.com/y/76223/Average-Weather-in-Reine-Norway-Year-Round
"Reine, Norway",Oct,6.7,7.8,5.6,9.1,69,86,https://weatherspark.com/y/76223/Average-Weather-in-Reine-Norway-Year-Round
"Reine, Norway",Nov,4.4,5.6,2.8,4.8,73,84,https://weatherspark.com/y/76223/Average-Weather-in-Reine-Norway-Year-Round
"Reine, Norway",Dec,2.2,3.9,1.1,0.4,76,79,https://weatherspark.com/y/76223/Average-Weather-in-Reine-Norway-Year-Round
"Jaipur, India",Jan,15.0,21.7,8.9,10.7,16,5,https://weatherspark.com/y/108316/Average-Weather-in-Jaipur-Rajasthan-India-Year-Round
"Jaipur, India",Feb,18.3,25.0,12.2,11.3,16,8,https://weatherspark.com/y/108316/Average-Weather-in-Jaipur-Rajasthan-India-Year-Round
"Jaipur, India",Mar,24.4,30.6,17.8,12.0,22,5,https://weatherspark.com/y/108316/Average-Weather-in-Jaipur-Rajasthan-India-Year-Round
"Jaipur, India",Apr,30.0,36.1,23.3,12.8,19,8,https://weatherspark.com/y/108316/Average-Weather-in-Jaipur-Rajasthan-India-Year-Round
"Jaipur, India",May,33.3,39.4,27.2,13.5,10,13,https://weatherspark.com/y/108316/Average-Weather-in-Jaipur-Rajasthan-India-Year-Round
"Jaipur, India",Jun,33.3,38.3,27.8,13.8,21,43,https://weatherspark.com/y/108316/Average-Weather-in-Jaipur-Rajasthan-India-Year-Round
"Jaipur, India",Jul,30.0,33.9,26.1,13.6,56,137,https://weatherspark.com/y/108316/Average-Weather-in-Jaipur-Rajasthan-India-Year-Round
"Jaipur, India",Aug,28.3,32.2,25.0,13.0,56,140,https://weatherspark.com/y/108316/Average-Weather-in-Jaipur-Rajasthan-India-Year-Round
"Jaipur, India",Sep,28.3,33.3,23.9,12.3,24,58,https://weatherspark.com/y/108316/Average-Weather-in-Jaipur-Rajasthan-India-Year-Round
"Jaipur, India",Oct,26.7,32.8,20.0,11.5,8,13,https://weatherspark.com/y/108316/Average-Weather-in-Jaipur-Rajasthan-India-Year-Round
"Jaipur, India",Nov,21.1,27.8,14.4,10.8,11,3,https://weatherspark.com/y/108316/Average-Weather-in-Jaipur-Rajasthan-India-Year-Round
"Jaipur, India",Dec,16.7,23.3,10.6,10.5,17,3,https://weatherspark.com/y/108316/Average-Weather-in-Jaipur-Rajasthan-India-Year-Round
"Zhangjiajie, Hunan, China",Jan,4.4,10.0,1.1,10.5,36,18,https://weatherspark.com/y/121975/Average-Weather-in-Zhangjiajie-China-Year-Round
"Zhangjiajie, Hunan, China",Feb,6.7,11.7,2.8,11.2,44,36,https://weatherspark.com/y/121975/Average-Weather-in-Zhangjiajie-China-Year-Round
"Zhangjiajie, Hunan, China",Mar,11.1,16.7,7.2,12.0,53,66,https://weatherspark.com/y/121975/Average-Weather-in-Zhangjiajie-China-Year-Round
"Zhangjiajie, Hunan, China",Apr,17.2,22.8,12.8,12.9,55,127,https://weatherspark.com/y/121975/Average-Weather-in-Zhangjiajie-China-Year-Round
"Zhangjiajie, Hunan, China",May,21.7,26.7,17.8,13.6,51,168,https://weatherspark.com/y/121975/Average-Weather-in-Zhangjiajie-China-Year-Round
"Zhangjiajie, Hunan, China",Jun,25.0,29.4,21.1,14.0,61,203,https://weatherspark.com/y/121975/Average-Weather-in-Zhangjiajie-China-Year-Round
"Zhangjiajie, Hunan, China",Jul,27.2,31.1,23.9,13.8,66,185,https://weatherspark.com/y/121975/Average-Weather-in-Zhangjiajie-China-Year-Round
"Zhangjiajie, Hunan, China",Aug,26.7,30.6,22.8,13.1,58,117,https://weatherspark.com/y/121975/Average-Weather-in-Zhangjiajie-China-Year-Round
"Zhangjiajie, Hunan, China",Sep,22.8,27.8,18.9,12.3,44,86,https://weatherspark.com/y/121975/Average-Weather-in-Zhangjiajie-China-Year-Round
"Zhangjiajie, Hunan, China",Oct,17.8,22.8,13.3,11.4,39,76,https://weatherspark.com/y/121975/Average-Weather-in-Zhangjiajie-China-Year-Round
"Zhangjiajie, Hunan, China",Nov,12.2,17.2,7.8,10.7,37,56,https://weatherspark.com/y/121975/Average-Weather-in-Zhangjiajie-China-Year-Round
"Zhangjiajie, Hunan, China",Dec,6.7,11.7,2.8,10.3,34,20,https://weatherspark.com/y/121975/Average-Weather-in-Zhangjiajie-China-Year-Round
"Zhangye, China",Jan,-4.0,2.0,-8.0,9.8,35,0,https://weatherspark.com/y/113697/Average-Weather-in-Zhangye-China-Year-Round
"Zhangye, China",Feb,-1.0,5.0,-6.0,10.8,41,0,https://weatherspark.com/y/113697/Average-Weather-in-Zhangye-China-Year-Round
"Zhangye, China",Mar,5.0,11.0,0.0,12.0,46,0,https://weatherspark.com/y/113697/Average-Weather-in-Zhangye-China-Year-Round
"Zhangye, China",Apr,11.0,18.0,5.0,13.3,47,3,https://weatherspark.com/y/113697/Average-Weather-in-Zhangye-China-Year-Round
"Zhangye, China",May,17.0,24.0,11.0,14.3,48,10,https://weatherspark.com/y/113697/Average-Weather-in-Zhangye-China-Year-Round
"Zhangye, China",Jun,22.0,29.0,15.0,14.9,45,20,https://weatherspark.com/y/113697/Average-Weather-in-Zhangye-China-Year-Round
"Zhangye, China",Jul,25.0,31.0,18.0,14.6,36,23,https://weatherspark.com/y/113697/Average-Weather-in-Zhangye-China-Year-Round
"Zhangye, China",Aug,23.0,30.0,16.0,13.6,32,23,https://weatherspark.com/y/113697/Average-Weather-in-Zhangye-China-Year-Round
"Zhangye, China",Sep,18.0,25.0,12.0,12.4,30,13,https://weatherspark.com/y/113697/Average-Weather-in-Zhangye-China-Year-Round
"Zhangye, China",Oct,10.0,17.0,5.0,11.1,29,3,https://weatherspark.com/y/113697/Average-Weather-in-Zhangye-China-Year-Round
"Zhangye, China",Nov,3.0,9.0,-1.0,10.0,28,0,https://weatherspark.com/y/113697/Average-Weather-in-Zhangye-China-Year-Round
"Zhangye, China",Dec,-2.0,4.0,-6.0,9.5,32,0,https://weatherspark.com/y/113697/Average-Weather-in-Zhangye-China-Year-Round
"Seoul, South Korea",Jan,-2.2,1.1,-5.6,9.9,34,13,https://weatherspark.com/y/142033/Average-Weather-in-Seoul-South-Korea-Year-Round
"Seoul, South Korea",Feb,0.6,4.4,-2.8,10.8,37,23,https://weatherspark.com/y/142033/Average-Weather-in-Seoul-South-Korea-Year-Round
"Seoul, South Korea",Mar,6.1,10.0,2.8,12.0,43,38,https://weatherspark.com/y/142033/Average-Weather-in-Seoul-South-Korea-Year-Round
"Seoul, South Korea",Apr,12.8,17.2,8.9,13.2,46,64,https://weatherspark.com/y/142033/Average-Weather-in-Seoul-South-Korea-Year-Round
"Seoul, South Korea",May,17.8,22.8,13.9,14.2,45,84,https://weatherspark.com/y/142033/Average-Weather-in-Seoul-South-Korea-Year-Round
"Seoul, South Korea",Jun,22.2,26.1,18.9,14.7,48,132,https://weatherspark.com/y/142033/Average-Weather-in-Seoul-South-Korea-Year-Round
"Seoul, South Korea",Jul,25.0,28.3,22.2,14.4,53,295,https://weatherspark.com/y/142033/Average-Weather-in-Seoul-South-Korea-Year-Round
"Seoul, South Korea",Aug,25.6,28.9,22.8,13.5,48,246,https://weatherspark.com/y/142033/Average-Weather-in-Seoul-South-Korea-Year-Round
"Seoul, South Korea",Sep,21.1,25.0,17.2,12.4,40,142,https://weatherspark.com/y/142033/Average-Weather-in-Seoul-South-Korea-Year-Round
"Seoul, South Korea",Oct,15.0,18.9,10.6,11.2,31,53,https://weatherspark.com/y/142033/Average-Weather-in-Seoul-South-Korea-Year-Round
"Seoul, South Korea",Nov,7.2,11.1,3.3,10.1,33,38,https://weatherspark.com/y/142033/Average-Weather-in-Seoul-South-Korea-Year-Round
"Seoul, South Korea",Dec,0.6,3.9,-3.3,9.6,33,18,https://weatherspark.com/y/142033/Average-Weather-in-Seoul-South-Korea-Year-Round
"Queenstown, New Zealand",Jan,13.3,18.3,8.9,15.2,52,122,https://weatherspark.com/y/144792/Average-Weather-in-Queenstown-New-Zealand-Year-Round
"Queenstown, New Zealand",Feb,13.3,18.3,8.9,13.9,49,99,https://weatherspark.com/y/144792/Average-Weather-in-Queenstown-New-Zealand-Year-Round
"Queenstown, New Zealand",Mar,11.1,16.1,6.7,12.3,52,99,https://weatherspark.com/y/144792/Average-Weather-in-Queenstown-New-Zealand-Year-Round
"Queenstown, New Zealand",Apr,8.3,13.3,4.4,10.8,59,91,https://weatherspark.com/y/144792/Average-Weather-in-Queenstown-New-Zealand-Year-Round
"Queenstown, New Zealand",May,5.6,9.4,2.2,9.5,64,102,https://weatherspark.com/y/144792/Average-Weather-in-Queenstown-New-Zealand-Year-Round
"Queenstown, New Zealand",Jun,2.8,6.1,0.0,8.8,62,89,https://weatherspark.com/y/144792/Average-Weather-in-Queenstown-New-Zealand-Year-Round
"Queenstown, New Zealand",Jul,1.7,5.6,-1.1,9.2,59,71,https://weatherspark.com/y/144792/Average-Weather-in-Queenstown-New-Zealand-Year-Round
"Queenstown, New Zealand",Aug,3.3,7.8,0.6,10.3,56,79,https://weatherspark.com/y/144792/Average-Weather-in-Queenstown-New-Zealand-Year-Round
"Queenstown, New Zealand",Sep,6.1,10.6,2.2,11.8,53,84,https://weatherspark.com/y/144792/Average-Weather-in-Queenstown-New-Zealand-Year-Round
"Queenstown, New Zealand",Oct,7.8,12.8,3.9,13.4,52,102,https://weatherspark.com/y/144792/Average-Weather-in-Queenstown-New-Zealand-Year-Round
"Queenstown, New Zealand",Nov,10.0,15.0,5.6,14.8,52,102,https://weatherspark.com/y/144792/Average-Weather-in-Queenstown-New-Zealand-Year-Round
"Queenstown, New Zealand",Dec,12.2,17.2,7.8,15.6,54,117,https://weatherspark.com/y/144792/Average-Weather-in-Queenstown-New-Zealand-Year-Round
"Sydney, Australia",Jan,22.8,26.7,20,14.1,30,81,https://weatherspark.com/y/144544/Average-Weather-in-Sydney-New-South-Wales-Australia-Year-Round
"Sydney, Australia",Feb,22.8,26.1,20,13.3,29,102,https://weatherspark.com/y/144544/Average-Weather-in-Sydney-New-South-Wales-Australia-Year-Round
"Sydney, Australia",Mar,21.7,25,18.3,12.3,27,79,https://weatherspark.com/y/144544/Average-Weather-in-Sydney-New-South-Wales-Australia-Year-Round
"Sydney, Australia",Apr,18.9,22.2,15,11.2,30,79,https://weatherspark.com/y/144544/Average-Weather-in-Sydney-New-South-Wales-Australia-Year-Round
"Sydney, Australia",May,15.6,20,12.2,10.4,34,69,https://weatherspark.com/y/144544/Average-Weather-in-Sydney-New-South-Wales-Australia-Year-Round
"Sydney, Australia",Jun,13.3,17.2,9.4,9.9,32,66,https://weatherspark.com/y/144544/Average-Weather-in-Sydney-New-South-Wales-Australia-Year-Round
"Sydney, Australia",Jul,12.2,16.7,8.3,10.2,25,48,https://weatherspark.com/y/144544/Average-Weather-in-Sydney-New-South-Wales-Australia-Year-Round
"Sydney, Australia",Aug,13.9,18.3,9.4,10.9,22,51,https://weatherspark.com/y/144544/Average-Weather-in-Sydney-New-South-Wales-Australia-Year-Round
"Sydney, Australia",Sep,16.1,21.1,12.2,11.9,24,46,https://weatherspark.com/y/144544/Average-Weather-in-Sydney-New-South-Wales-Australia-Year-Round
"Sydney, Australia",Oct,18.3,22.8,14.4,13,31,58,https://weatherspark.com/y/144544/Average-Weather-in-Sydney-New-South-Wales-Australia-Year-Round
"Sydney, Australia",Nov,20,23.9,16.7,13.9,37,74,https://weatherspark.com/y/144544/Average-Weather-in-Sydney-New-South-Wales-Australia-Year-Round
"Sydney, Australia",Dec,21.7,25.6,18.3,14.4,33,64,https://weatherspark.com/y/144544/Average-Weather-in-Sydney-New-South-Wales-Australia-Year-Round
"Auckland, New Zealand",Jan,19.4,22.8,16.7,14.4,36,56,https://weatherspark.com/y/144891/Average-Weather-in-Auckland-New-Zealand-Year-Round
"Auckland, New Zealand",Feb,20,23.3,16.7,13.4,33,56,https://weatherspark.com/y/144891/Average-Weather-in-Auckland-New-Zealand-Year-Round
"Auckland, New Zealand",Mar,18.3,21.7,15.6,12.3,31,61,https://weatherspark.com/y/144891/Average-Weather-in-Auckland-New-Zealand-Year-Round
"Auckland, New Zealand",Apr,16.1,19.4,13.3,11.1,38,71,https://weatherspark.com/y/144891/Average-Weather-in-Auckland-New-Zealand-Year-Round
"Auckland, New Zealand",May,13.9,16.7,11.1,10.1,42,81,https://weatherspark.com/y/144891/Average-Weather-in-Auckland-New-Zealand-Year-Round
"Auckland, New Zealand",Jun,11.7,15,9.4,9.7,43,86,https://weatherspark.com/y/144891/Average-Weather-in-Auckland-New-Zealand-Year-Round
"Auckland, New Zealand",Jul,11.1,13.9,8.3,9.9,43,97,https://weatherspark.com/y/144891/Average-Weather-in-Auckland-New-Zealand-Year-Round
"Auckland, New Zealand",Aug,11.7,14.4,8.9,10.8,39,84,https://weatherspark.com/y/144891/Average-Weather-in-Auckland-New-Zealand-Year-Round
"Auckland, New Zealand",Sep,12.8,15.6,10.6,11.9,41,69,https://weatherspark.com/y/144891/Average-Weather-in-Auckland-New-Zealand-Year-Round
"Auckland, New Zealand",Oct,14.4,17.2,11.7,13.1,41,61,https://weatherspark.com/y/144891/Average-Weather-in-Auckland-New-Zealand-Year-Round
"Auckland, New Zealand",Nov,15.6,18.9,13.3,14.1,43,53,https://weatherspark.com/y/144891/Average-Weather-in-Auckland-New-Zealand-Year-Round
"Auckland, New Zealand",Dec,17.8,21.1,15,14.6,42,64,https://weatherspark.com/y/144891/Average-Weather-in-Auckland-New-Zealand-Year-Round
"Mérida, Yucatán, Mexico",Jan,23.3,29.4,18.3,11,28,25,https://weatherspark.com/y/12379/Average-Weather-in-M%C3%A9rida-Mexico-Year-Round
"Mérida, Yucatán, Mexico",Feb,24.4,30.6,18.9,11.5,25,23,https://weatherspark.com/y/12379/Average-Weather-in-M%C3%A9rida-Mexico-Year-Round
"Mérida, Yucatán, Mexico",Mar,26.1,33.3,20.6,12.1,27,18,https://weatherspark.com/y/12379/Average-Weather-in-M%C3%A9rida-Mexico-Year-Round
"Mérida, Yucatán, Mexico",Apr,27.8,35,22.2,12.7,34,23,https://weatherspark.com/y/12379/Average-Weather-in-M%C3%A9rida-Mexico-Year-Round
