Location,Month,Avg temp (°C),Avg high (°C),Avg low (°C),Daylight (h/day),Cloud cover (%),Rainfall (mm),Source URL
"Matsumoto, Japan",Mar,3.3,8.9,-0.6,12.0,43,66.0,https://weatherspark.com/y/143628/Average-Weather-in-Matsumoto-Japan-Year-Round
"Matsumoto, Japan",Apr,10.0,15.6,5.0,13.1,48,81.3,https://weatherspark.com/y/143628/Average-Weather-in-Matsumoto-Japan-Year-Round
"Matsumoto, Japan",May,15.6,21.1,10.6,14.1,54,86.4,https://weatherspark.com/y/143628/Average-Weather-in-Matsumoto-Japan-Year-Round
"Matsumoto, Japan",Jun,19.4,24.4,15.6,14.6,66,127.0,https://weatherspark.com/y/143628/Average-Weather-in-Matsumoto-Japan-Year-Round
"Matsumoto, Japan",Jul,23.3,27.8,19.4,14.3,66,149.9,https://weatherspark.com/y/143628/Average-Weather-in-Matsumoto-Japan-Year-Round
"Matsumoto, Japan",Aug,24.4,28.9,20.0,13.5,55,121.9,https://weatherspark.com/y/143628/Average-Weather-in-Matsumoto-Japan-Year-Round
"Matsumoto, Japan",Sep,20.0,24.4,15.6,12.4,53,157.5,https://weatherspark.com/y/143628/Average-Weather-in-Matsumoto-Japan-Year-Round
"Matsumoto, Japan",Oct,13.3,18.3,8.9,11.2,42,104.1,https://weatherspark.com/y/143628/Average-Weather-in-Matsumoto-Japan-Year-Round
"Matsumoto, Japan",Nov,7.2,12.2,2.8,10.3,34,63.5,https://weatherspark.com/y/143628/Average-Weather-in-Matsumoto-Japan-Year-Round
"Matsumoto, Japan",Dec,1.1,5.6,-2.2,9.8,28,38.1,https://weatherspark.com/y/143628/Average-Weather-in-Matsumoto-Japan-Year-Round
"Omonichi, Japan",Jan,5.0,8.9,2.2,10.1,32,40.6,https://weatherspark.com/y/143254/Average-Weather-in-Onomichi-Japan-Year-Round
"Omonichi, Japan",Feb,5.6,10.0,2.2,11.0,39,61.0,https://weatherspark.com/y/143254/Average-Weather-in-Onomichi-Japan-Year-Round
"Omonichi, Japan",Mar,8.9,13.9,5.6,12.0,46,94.0,https://weatherspark.com/y/143254/Average-Weather-in-Onomichi-Japan-Year-Round
"Omonichi, Japan",Apr,14.4,18.9,10.6,13.1,51,109.2,https://weatherspark.com/y/143254/Average-Weather-in-Onomichi-Japan-Year-Round
"Omonichi, Japan",May,19.4,23.3,15.6,14.0,55,132.1,https://weatherspark.com/y/143254/Average-Weather-in-Onomichi-Japan-Year-Round
"Omonichi, Japan",Jun,23.3,26.7,20.0,14.4,67,198.1,https://weatherspark.com/y/143254/Average-Weather-in-Onomichi-Japan-Year-Round
"Omonichi, Japan",Jul,26.7,30.0,23.9,14.2,65,185.4,https://weatherspark.com/y/143254/Average-Weather-in-Onomichi-Japan-Year-Round
"Omonichi, Japan",Aug,27.8,31.1,24.4,13.4,53,109.2,https://weatherspark.com/y/143254/Average-Weather-in-Onomichi-Japan-Year-Round
"Omonichi, Japan",Sep,23.9,27.8,20.6,12.4,48,142.2,https://weatherspark.com/y/143254/Average-Weather-in-Onomichi-Japan-Year-Round
"Omonichi, Japan",Oct,18.3,22.2,14.4,11.3,35,99.1,https://weatherspark.com/y/143254/Average-Weather-in-Onomichi-Japan-Year-Round
"Omonichi, Japan",Nov,12.8,16.7,8.9,10.4,30,63.5,https://weatherspark.com/y/143254/Average-Weather-in-Onomichi-Japan-Year-Round
"Omonichi, Japan",Dec,7.2,11.1,4.4,9.9,26,43.2,https://weatherspark.com/y/143254/Average-Weather-in-Onomichi-Japan-Year-Round
"Suncheon, South Korea",Jan,-0.6,5.6,-5.0,10.1,33,20.3,https://weatherspark.com/y/142279/Average-Weather-in-Suncheon-South-Korea-Year-Round
"Suncheon, South Korea",Feb,1.7,7.8,-2.8,10.9,40,40.6,https://weatherspark.com/y/142279/Average-Weather-in-Suncheon-South-Korea-Year-Round
"Suncheon, South Korea",Mar,6.7,12.8,1.7,12.0,47,71.1,https://weatherspark.com/y/142279/Average-Weather-in-Suncheon-South-Korea-Year-Round
"Suncheon, South Korea",Apr,12.8,18.9,7.2,13.1,50,99.1,https://weatherspark.com/y/142279/Average-Weather-in-Suncheon-South-Korea-Year-Round
"Suncheon, South Korea",May,18.3,23.9,12.8,14.0,51,111.8,https://weatherspark.com/y/142279/Average-Weather-in-Suncheon-South-Korea-Year-Round
"Suncheon, South Korea",Jun,22.2,27.2,17.8,14.5,58,180.3,https://weatherspark.com/y/142279/Average-Weather-in-Suncheon-South-Korea-Year-Round
"Suncheon, South Korea",Jul,25.6,29.4,22.2,14.2,60,261.6,https://weatherspark.com/y/142279/Average-Weather-in-Suncheon-South-Korea-Year-Round
"Suncheon, South Korea",Aug,26.1,30.0,22.2,13.4,52,226.1,https://weatherspark.com/y/142279/Average-Weather-in-Suncheon-South-Korea-Year-Round
"Suncheon, South Korea",Sep,21.1,26.1,16.7,12.4,44,149.9,https://weatherspark.com/y/142279/Average-Weather-in-Suncheon-South-Korea-Year-Round
"Suncheon, South Korea",Oct,15.0,21.1,9.4,11.3,31,55.9,https://weatherspark.com/y/142279/Average-Weather-in-Suncheon-South-Korea-Year-Round
"Suncheon, South Korea",Nov,7.8,14.4,2.8,10.3,30,45.7,https://weatherspark.com/y/142279/Average-Weather-in-Suncheon-South-Korea-Year-Round
"Suncheon, South Korea",Dec,1.7,7.8,-2.8,9.9,28,22.9,https://weatherspark.com/y/142279/Average-Weather-in-Suncheon-South-Korea-Year-Round
"Jeonju, South Korea",Jan,-1.7,3.3,-5.6,10.0,45,17.8,https://weatherspark.com/y/142288/Average-Weather-in-Jeonju-South-Korea-Year-Round
"Jeonju, South Korea",Feb,0.6,5.6,-3.3,10.9,45,33.0,https://weatherspark.com/y/142288/Average-Weather-in-Jeonju-South-Korea-Year-Round
"Jeonju, South Korea",Mar,5.6,11.7,1.7,12.0,48,53.3,https://weatherspark.com/y/142288/Average-Weather-in-Jeonju-South-Korea-Year-Round
"Jeonju, South Korea",Apr,12.2,18.3,7.2,13.1,49,76.2,https://weatherspark.com/y/142288/Average-Weather-in-Jeonju-South-Korea-Year-Round
"Jeonju, South Korea",May,18.3,23.3,13.3,14.1,48,88.9,https://weatherspark.com/y/142288/Average-Weather-in-Jeonju-South-Korea-Year-Round
"Jeonju, South Korea",Jun,22.2,27.2,18.3,14.6,54,160.0,https://weatherspark.com/y/142288/Average-Weather-in-Jeonju-South-Korea-Year-Round
"Jeonju, South Korea",Jul,25.6,29.4,22.8,14.3,57,261.6,https://weatherspark.com/y/142288/Average-Weather-in-Jeonju-South-Korea-Year-Round
"Jeonju, South Korea",Aug,26.1,30.0,22.2,13.5,50,223.5,https://weatherspark.com/y/142288/Average-Weather-in-Jeonju-South-Korea-Year-Round
"Jeonju, South Korea",Sep,21.1,25.6,16.7,12.4,42,139.7,https://weatherspark.com/y/142288/Average-Weather-in-Jeonju-South-Korea-Year-Round
"Jeonju, South Korea",Oct,14.4,20.0,9.4,11.2,32,53.3,https://weatherspark.com/y/142288/Average-Weather-in-Jeonju-South-Korea-Year-Round
"Jeonju, South Korea",Nov,7.2,12.8,2.8,10.3,35,43.2,https://weatherspark.com/y/142288/Average-Weather-in-Jeonju-South-Korea-Year-Round
"Jeonju, South Korea",Dec,0.6,5.6,-3.3,9.8,40,22.9,https://weatherspark.com/y/142288/Average-Weather-in-Jeonju-South-Korea-Year-Round
"Dali, China",Jan,6.7,15.0,0.6,10.7,13,10.2,https://weatherspark.com/y/113624/Average-Weather-in-Dali-China-Year-Round
"Dali, China",Feb,8.9,17.2,2.2,11.3,12,15.2,https://weatherspark.com/y/113624/Average-Weather-in-Dali-China-Year-Round
"Dali, China",Mar,12.2,20.6,5.6,12.0,17,17.8,https://weatherspark.com/y/113624/Average-Weather-in-Dali-China-Year-Round
"Dali, China",Apr,16.1,23.3,9.4,12.8,33,17.8,https://weatherspark.com/y/113624/Average-Weather-in-Dali-China-Year-Round
"Dali, China",May,18.9,25.6,12.8,13.4,48,55.9,https://weatherspark.com/y/113624/Average-Weather-in-Dali-China-Year-Round
"Dali, China",Jun,20.0,26.1,15.0,13.7,73,101.6,https://weatherspark.com/y/113624/Average-Weather-in-Dali-China-Year-Round
"Dali, China",Jul,20.0,25.0,15.6,13.5,83,137.2,https://weatherspark.com/y/113624/Average-Weather-in-Dali-China-Year-Round
"Dali, China",Aug,19.4,24.4,15.0,13.0,78,134.6,https://weatherspark.com/y/113624/Average-Weather-in-Dali-China-Year-Round
"Dali, China",Sep,17.8,22.8,13.3,12.3,63,106.7,https://weatherspark.com/y/113624/Average-Weather-in-Dali-China-Year-Round
"Dali, China",Oct,15.0,20.6,10.0,11.5,42,61.0,https://weatherspark.com/y/113624/Average-Weather-in-Dali-China-Year-Round
"Dali, China",Nov,10.6,17.2,5.6,10.9,25,17.8,https://weatherspark.com/y/113624/Average-Weather-in-Dali-China-Year-Round
"Dali, China",Dec,7.2,15.0,2.2,10.6,18,5.1,https://weatherspark.com/y/113624/Average-Weather-in-Dali-China-Year-Round
"Xingping, China",Jan,8.3,12.2,5.6,10.8,34,40.6,https://weatherspark.com/y/121821/Average-Weather-in-Yangshuo-China-Year-Round
"Xingping, China",Feb,10.6,13.9,7.8,11.3,36,58.4,https://weatherspark.com/y/121821/Average-Weather-in-Yangshuo-China-Year-Round
"Xingping, China",Mar,14.4,17.8,11.7,12.0,38,94.0,https://weatherspark.com/y/121821/Average-Weather-in-Yangshuo-China-Year-Round
"Xingping, China",Apr,20.0,23.3,16.7,12.8,47,160.0,https://weatherspark.com/y/121821/Average-Weather-in-Yangshuo-China-Year-Round
"Xingping, China",May,23.9,27.2,20.6,13.4,61,248.9,https://weatherspark.com/y/121821/Average-Weather-in-Yangshuo-China-Year-Round
"Xingping, China",Jun,26.7,30.0,23.9,13.7,77,281.9,https://weatherspark.com/y/121821/Average-Weather-in-Yangshuo-China-Year-Round
"Xingping, China",Jul,28.3,32.2,25.0,13.5,78,167.6,https://weatherspark.com/y/121821/Average-Weather-in-Yangshuo-China-Year-Round
"Xingping, China",Aug,28.3,32.2,24.4,13.0,71,119.4,https://weatherspark.com/y/121821/Average-Weather-in-Yangshuo-China-Year-Round
"Xingping, China",Sep,25.6,30.0,22.2,12.3,50,68.6,https://weatherspark.com/y/121821/Average-Weather-in-Yangshuo-China-Year-Round
"Xingping, China",Oct,21.7,26.1,17.8,11.6,34,50.8,https://weatherspark.com/y/121821/Average-Weather-in-Yangshuo-China-Year-Round
"Xingping, China",Nov,16.1,20.0,12.2,10.9,28,55.9,https://weatherspark.com/y/121821/Average-Weather-in-Yangshuo-China-Year-Round
"Xingping, China",Dec,10.6,15.0,7.2,10.6,25,30.5,https://weatherspark.com/y/121821/Average-Weather-in-Yangshuo-China-Year-Round
"Ipoh, Malaysia",Jan,26.7,31.7,23.3,11.9,77,134.6,https://weatherspark.com/y/113831/Average-Weather-in-Ipoh-Malaysia-Year-Round
"Ipoh, Malaysia",Feb,27.2,32.8,23.3,12.0,75,101.6,https://weatherspark.com/y/113831/Average-Weather-in-Ipoh-Malaysia-Year-Round
"Ipoh, Malaysia",Mar,27.2,32.8,23.9,12.1,80,129.5,https://weatherspark.com/y/113831/Average-Weather-in-Ipoh-Malaysia-Year-Round
"Ipoh, Malaysia",Apr,27.2,32.8,24.4,12.2,89,139.7,https://weatherspark.com/y/113831/Average-Weather-in-Ipoh-Malaysia-Year-Round
"Ipoh, Malaysia",May,27.8,32.8,24.4,12.3,93,129.5,https://weatherspark.com/y/113831/Average-Weather-in-Ipoh-Malaysia-Year-Round
"Ipoh, Malaysia",Jun,27.8,32.8,23.9,12.4,91,94.0,https://weatherspark.com/y/113831/Average-Weather-in-Ipoh-Malaysia-Year-Round
"Ipoh, Malaysia",Jul,27.2,32.2,23.9,12.4,91,104.1,https://weatherspark.com/y/113831/Average-Weather-in-Ipoh-Malaysia-Year-Round
"Ipoh, Malaysia",Aug,27.2,32.2,23.9,12.3,92,127.0,https://weatherspark.com/y/113831/Average-Weather-in-Ipoh-Malaysia-Year-Round
"Ipoh, Malaysia",Sep,26.7,31.7,23.9,12.1,93,167.6,https://weatherspark.com/y/113831/Average-Weather-in-Ipoh-Malaysia-Year-Round
"Ipoh, Malaysia",Oct,26.7,31.1,23.9,12.0,93,218.4,https://weatherspark.com/y/113831/Average-Weather-in-Ipoh-Malaysia-Year-Round
"Ipoh, Malaysia",Nov,26.1,31.1,23.3,11.9,91,266.7,https://weatherspark.com/y/113831/Average-Weather-in-Ipoh-Malaysia-Year-Round
"Ipoh, Malaysia",Dec,26.1,31.1,23.3,11.9,84,243.8,https://weatherspark.com/y/113831/Average-Weather-in-Ipoh-Malaysia-Year-Round
"Siquijor, Philippines",Jan,26.7,28.3,25.0,11.7,73,76.2,https://weatherspark.com/y/139223/Average-Weather-in-Siquijor-Philippines-Year-Round
"Siquijor, Philippines",Feb,26.7,28.9,25.0,11.8,67,58.4,https://weatherspark.com/y/139223/Average-Weather-in-Siquijor-Philippines-Year-Round
"Siquijor, Philippines",Mar,27.2,29.4,25.0,12.1,64,43.2,https://weatherspark.com/y/139223/Average-Weather-in-Siquijor-Philippines-Year-Round
"Siquijor, Philippines",Apr,27.8,30.0,25.6,12.3,71,40.6,https://weatherspark.com/y/139223/Average-Weather-in-Siquijor-Philippines-Year-Round
"Siquijor, Philippines",May,28.3,30.6,25.6,12.5,86,71.1,https://weatherspark.com/y/139223/Average-Weather-in-Siquijor-Philippines-Year-Round
"Siquijor, Philippines",Jun,28.3,30.6,25.6,12.7,91,137.2,https://weatherspark.com/y/139223/Average-Weather-in-Siquijor-Philippines-Year-Round
"Siquijor, Philippines",Jul,27.8,30.6,25.0,12.6,92,132.1,https://weatherspark.com/y/139223/Average-Weather-in-Siquijor-Philippines-Year-Round
"Siquijor, Philippines",Aug,27.8,31.1,25.0,12.4,92,106.7,https://weatherspark.com/y/139223/Average-Weather-in-Siquijor-Philippines-Year-Round
"Siquijor, Philippines",Sep,27.8,30.6,25.0,12.2,91,116.8,https://weatherspark.com/y/139223/Average-Weather-in-Siquijor-Philippines-Year-Round
"Siquijor, Philippines",Oct,27.8,30.6,25.0,11.9,89,144.8,https://weatherspark.com/y/139223/Average-Weather-in-Siquijor-Philippines-Year-Round
"Siquijor, Philippines",Nov,27.8,30.0,25.6,11.7,84,147.3,https://weatherspark.com/y/139223/Average-Weather-in-Siquijor-Philippines-Year-Round
"Siquijor, Philippines",Dec,27.2,29.4,25.0,11.6,78,111.8,https://weatherspark.com/y/139223/Average-Weather-in-Siquijor-Philippines-Year-Round
"Krong Kep, Cambodia",Jan,26.7,28.9,23.9,11.6,57,12.7,https://weatherspark.com/y/115113/Average-Weather-in-Krong-Kep-Cambodia-Year-Round
"Krong Kep, Cambodia",Feb,26.7,29.4,24.4,11.8,54,12.7,https://weatherspark.com/y/115113/Average-Weather-in-Krong-Kep-Cambodia-Year-Round
"Krong Kep, Cambodia",Mar,27.8,30.6,25.6,12.1,61,33.0,https://weatherspark.com/y/115113/Average-Weather-in-Krong-Kep-Cambodia-Year-Round
"Krong Kep, Cambodia",Apr,28.9,31.7,26.7,12.4,80,81.3,https://weatherspark.com/y/115113/Average-Weather-in-Krong-Kep-Cambodia-Year-Round
"Krong Kep, Cambodia",May,29.4,32.2,27.8,12.6,90,160.0,https://weatherspark.com/y/115113/Average-Weather-in-Krong-Kep-Cambodia-Year-Round
"Krong Kep, Cambodia",Jun,29.4,31.7,27.2,12.7,91,276.9,https://weatherspark.com/y/115113/Average-Weather-in-Krong-Kep-Cambodia-Year-Round
"Krong Kep, Cambodia",Jul,28.9,31.1,27.2,12.7,90,294.6,https://weatherspark.com/y/115113/Average-Weather-in-Krong-Kep-Cambodia-Year-Round
"Krong Kep, Cambodia",Aug,28.3,30.6,26.7,12.4,91,315.0,https://weatherspark.com/y/115113/Average-Weather-in-Krong-Kep-Cambodia-Year-Round
"Krong Kep, Cambodia",Sep,28.3,30.0,26.7,12.2,89,309.9,https://weatherspark.com/y/115113/Average-Weather-in-Krong-Kep-Cambodia-Year-Round
"Krong Kep, Cambodia",Oct,28.3,30.0,26.7,11.9,83,208.3,https://weatherspark.com/y/115113/Average-Weather-in-Krong-Kep-Cambodia-Year-Round
"Krong Kep, Cambodia",Nov,27.8,29.4,26.1,11.6,72,91.4,https://weatherspark.com/y/115113/Average-Weather-in-Krong-Kep-Cambodia-Year-Round
"Krong Kep, Cambodia",Dec,26.7,28.9,24.4,11.5,61,27.9,https://weatherspark.com/y/115113/Average-Weather-in-Krong-Kep-Cambodia-Year-Round
"Sideman, Bali, Indonesia",Jan,26.1,28.9,23.9,12.6,89,264.2,https://weatherspark.com/y/128884/Average-Weather-in-Banjar-Wangsian-Indonesia-Year-Round
"Sideman, Bali, Indonesia",Feb,26.1,29.4,23.3,12.4,87,236.2,https://weatherspark.com/y/128884/Average-Weather-in-Banjar-Wangsian-Indonesia-Year-Round
"Sideman, Bali, Indonesia",Mar,26.1,29.4,23.3,12.1,81,154.9,https://weatherspark.com/y/128884/Average-Weather-in-Banjar-Wangsian-Indonesia-Year-Round
"Sideman, Bali, Indonesia",Apr,26.1,29.4,23.3,11.9,76,94.0,https://weatherspark.com/y/128884/Average-Weather-in-Banjar-Wangsian-Indonesia-Year-Round
"Sideman, Bali, Indonesia",May,26.1,29.4,22.8,11.7,65,53.3,https://weatherspark.com/y/128884/Average-Weather-in-Banjar-Wangsian-Indonesia-Year-Round
"Sideman, Bali, Indonesia",Jun,25.6,28.9,22.2,11.6,58,35.6,https://weatherspark.com/y/128884/Average-Weather-in-Banjar-Wangsian-Indonesia-Year-Round
"Sideman, Bali, Indonesia",Jul,25.0,28.3,22.2,11.7,55,27.9,https://weatherspark.com/y/128884/Average-Weather-in-Banjar-Wangsian-Indonesia-Year-Round
"Sideman, Bali, Indonesia",Aug,25.0,28.3,22.2,11.8,52,15.2,https://weatherspark.com/y/128884/Average-Weather-in-Banjar-Wangsian-Indonesia-Year-Round
"Sideman, Bali, Indonesia",Sep,25.6,29.4,22.2,12.1,59,30.5,https://weatherspark.com/y/128884/Average-Weather-in-Banjar-Wangsian-Indonesia-Year-Round
"Sideman, Bali, Indonesia",Oct,26.1,30.0,23.3,12.3,69,61.0,https://weatherspark.com/y/128884/Average-Weather-in-Banjar-Wangsian-Indonesia-Year-Round
"Sideman, Bali, Indonesia",Nov,26.7,30.0,23.3,12.5,82,127.0,https://weatherspark.com/y/128884/Average-Weather-in-Banjar-Wangsian-Indonesia-Year-Round
"Sideman, Bali, Indonesia",Dec,26.1,29.4,23.9,12.6,87,221.0,https://weatherspark.com/y/128884/Average-Weather-in-Banjar-Wangsian-Indonesia-Year-Round
"Cuenca, Ecuador",Jan,12.8,16.1,10.0,12.3,86,50.8,https://weatherspark.com/y/19348/Average-Weather-in-Cuenca-Ecuador-Year-Round
"Cuenca, Ecuador",Feb,12.8,16.7,10.0,12.2,90,81.3,https://weatherspark.com/y/19348/Average-Weather-in-Cuenca-Ecuador-Year-Round
"Cuenca, Ecuador",Mar,13.3,17.2,10.0,12.1,89,94.0,https://weatherspark.com/y/19348/Average-Weather-in-Cuenca-Ecuador-Year-Round
"Cuenca, Ecuador",Apr,13.3,16.7,10.0,12.0,79,68.6,https://weatherspark.com/y/19348/Average-Weather-in-Cuenca-Ecuador-Year-Round
"Cuenca, Ecuador",May,11.7,15.0,8.9,12.0,63,43.2,https://weatherspark.com/y/19348/Average-Weather-in-Cuenca-Ecuador-Year-Round
"Cuenca, Ecuador",Jun,10.0,12.8,7.8,12.0,49,30.5,https://weatherspark.com/y/19348/Average-Weather-in-Cuenca-Ecuador-Year-Round
"Cuenca, Ecuador",Jul,8.9,11.7,6.7,12.0,43,17.8,https://weatherspark.com/y/19348/Average-Weather-in-Cuenca-Ecuador-Year-Round
"Cuenca, Ecuador",Aug,8.9,12.2,6.7,12.0,42,15.2,https://weatherspark.com/y/19348/Average-Weather-in-Cuenca-Ecuador-Year-Round
"Cuenca, Ecuador",Sep,10.0,13.3,7.2,12.1,54,20.3,https://weatherspark.com/y/19348/Average-Weather-in-Cuenca-Ecuador-Year-Round
"Cuenca, Ecuador",Oct,10.6,13.9,8.3,12.2,70,38.1,https://weatherspark.com/y/19348/Average-Weather-in-Cuenca-Ecuador-Year-Round
"Cuenca, Ecuador",Nov,11.7,15.0,8.9,12.3,80,38.1,https://weatherspark.com/y/19348/Average-Weather-in-Cuenca-Ecuador-Year-Round
"Cuenca, Ecuador",Dec,12.2,15.6,9.4,12.3,82,43.2,https://weatherspark.com/y/19348/Average-Weather-in-Cuenca-Ecuador-Year-Round
"Salento, Colombia",Jan,17.2,22.2,13.3,11.9,82,106.7,https://weatherspark.com/y/22426/Average-Weather-in-Salento-Colombia-Year-Round
"Salento, Colombia",Feb,17.8,22.2,13.9,12.0,87,124.5,https://weatherspark.com/y/22426/Average-Weather-in-Salento-Colombia-Year-Round
"Salento, Colombia",Mar,17.2,22.2,13.9,12.1,89,144.8,https://weatherspark.com/y/22426/Average-Weather-in-Salento-Colombia-Year-Round
"Salento, Colombia",Apr,17.2,21.7,13.9,12.2,91,203.2,https://weatherspark.com/y/22426/Average-Weather-in-Salento-Colombia-Year-Round
"Salento, Colombia",May,17.2,21.7,13.9,12.3,88,190.5,https://weatherspark.com/y/22426/Average-Weather-in-Salento-Colombia-Year-Round
"Salento, Colombia",Jun,17.2,21.7,13.9,12.4,81,149.9,https://weatherspark.com/y/22426/Average-Weather-in-Salento-Colombia-Year-Round
"Salento, Colombia",Jul,17.2,21.7,13.3,12.4,76,119.4,https://weatherspark.com/y/22426/Average-Weather-in-Salento-Colombia-Year-Round
"Salento, Colombia",Aug,17.2,22.2,13.3,12.3,77,124.5,https://weatherspark.com/y/22426/Average-Weather-in-Salento-Colombia-Year-Round
"Salento, Colombia",Sep,17.2,22.2,13.3,12.1,83,165.1,https://weatherspark.com/y/22426/Average-Weather-in-Salento-Colombia-Year-Round
"Salento, Colombia",Oct,16.7,21.7,13.3,12.0,90,210.8,https://weatherspark.com/y/22426/Average-Weather-in-Salento-Colombia-Year-Round
"Salento, Colombia",Nov,16.7,21.1,13.3,11.9,89,203.2,https://weatherspark.com/y/22426/Average-Weather-in-Salento-Colombia-Year-Round
"Salento, Colombia",Dec,17.2,21.7,13.3,11.9,85,144.8,https://weatherspark.com/y/22426/Average-Weather-in-Salento-Colombia-Year-Round
"San Cristóbal de las Casas, México",Jan,11.1,17.2,6.7,11.3,28,33.0,https://weatherspark.com/y/10595/Average-Weather-in-San-Crist%C3%B3bal-de-las-Casas-Mexico-Year-Round
"San Cristóbal de las Casas, México",Feb,12.2,19.4,7.2,11.6,27,27.9,https://weatherspark.com/y/10595/Average-Weather-in-San-Crist%C3%B3bal-de-las-Casas-Mexico-Year-Round
"San Cristóbal de las Casas, México",Mar,13.9,21.7,8.3,12.1,31,22.9,https://weatherspark.com/y/10595/Average-Weather-in-San-Crist%C3%B3bal-de-las-Casas-Mexico-Year-Round
"San Cristóbal de las Casas, México",Apr,16.1,22.8,10.0,12.5,49,33.0,https://weatherspark.com/y/10595/Average-Weather-in-San-Crist%C3%B3bal-de-las-Casas-Mexico-Year-Round
"San Cristóbal de las Casas, México",May,16.1,22.2,11.1,12.9,76,99.1,https://weatherspark.com/y/10595/Average-Weather-in-San-Crist%C3%B3bal-de-las-Casas-Mexico-Year-Round
"San Cristóbal de las Casas, México",Jun,15.6,20.6,11.1,13.1,90,208.3,https://weatherspark.com/y/10595/Average-Weather-in-San-Crist%C3%B3bal-de-las-Casas-Mexico-Year-Round
"San Cristóbal de las Casas, México",Jul,15.0,21.1,10.6,13.0,85,172.7,https://weatherspark.com/y/10595/Average-Weather-in-San-Crist%C3%B3bal-de-las-Casas-Mexico-Year-Round
"San Cristóbal de las Casas, México",Aug,15.0,21.1,10.6,12.7,86,195.6,https://weatherspark.com/y/10595/Average-Weather-in-San-Crist%C3%B3bal-de-las-Casas-Mexico-Year-Round
"San Cristóbal de las Casas, México",Sep,15.0,20.0,10.6,12.2,90,248.9,https://weatherspark.com/y/10595/Average-Weather-in-San-Crist%C3%B3bal-de-las-Casas-Mexico-Year-Round
"San Cristóbal de las Casas, México",Oct,14.4,19.4,10.0,11.7,76,152.4,https://weatherspark.com/y/10595/Average-Weather-in-San-Crist%C3%B3bal-de-las-Casas-Mexico-Year-Round
"San Cristóbal de las Casas, México",Nov,12.8,18.3,8.3,11.3,52,63.5,https://weatherspark.com/y/10595/Average-Weather-in-San-Crist%C3%B3bal-de-las-Casas-Mexico-Year-Round
"San Cristóbal de las Casas, México",Dec,11.7,17.2,7.2,11.1,37,38.1,https://weatherspark.com/y/10595/Average-Weather-in-San-Crist%C3%B3bal-de-las-Casas-Mexico-Year-Round
"Ohrid, North Macedonia",Jan,1.1,5.0,-2.8,9.6,53,38.1,https://weatherspark.com/y/85621/Average-Weather-in-Ohrid-Macedonia-Year-Round
"Ohrid, North Macedonia",Feb,2.2,6.7,-1.7,10.7,53,40.6,https://weatherspark.com/y/85621/Average-Weather-in-Ohrid-Macedonia-Year-Round
"Ohrid, North Macedonia",Mar,5.6,10.0,1.1,12.0,51,38.1,https://weatherspark.com/y/85621/Average-Weather-in-Ohrid-Macedonia-Year-Round
"Ohrid, North Macedonia",Apr,9.4,14.4,5.0,13.4,48,45.7,https://weatherspark.com/y/85621/Average-Weather-in-Ohrid-Macedonia-Year-Round
"Ohrid, North Macedonia",May,13.9,19.4,8.3,14.5,42,38.1,https://weatherspark.com/y/85621/Average-Weather-in-Ohrid-Macedonia-Year-Round
